1758442458.879323 server started (15738): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1758442458.879368 on Linux 6.8.0-79-generic #79-Ubuntu SMP PREEMPT_DYNAMIC Tue Aug 12 14:42:46 UTC 2025
1758442458.879382 using libevent 2.1.12-stable poll
1758442458.879390 using ncurses 6.4 20240113
1758442458.899885 cmd_parse_build_commands 0:2 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1758442458.899890 cmd_parse_build_commands 0:2 0:9: >
1758442458.899907 cmd_parse_build_commands 0:2 0:10 0:0: send
1758442458.899913 cmd_parse_build_commands 0:2 0:10 0:1: -X
1758442458.899918 cmd_parse_build_commands 0:2 0:10 0:2: history-bottom
1758442458.899922 cmd_parse_build_commands 0:2 0:11: 
1758442458.899926 cmd_parse_build_commands 0:2 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1758442458.899931 cmd_parse_build_commands 0:2 0:13: C-r
1758442458.899936 cmd_parse_build_commands 0:2 0:14 0:0: if
1758442458.899940 cmd_parse_build_commands 0:2 0:14 0:1: -F
1758442458.899946 cmd_parse_build_commands 0:2 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1758442458.899951 cmd_parse_build_commands 0:2 0:14 0:3: copy-mode -t=
1758442458.899956 cmd_parse_build_commands 0:2 0:14 1:0: send
1758442458.899965 cmd_parse_build_commands 0:2 0:14 1:1: -Xt=
1758442458.899970 cmd_parse_build_commands 0:2 0:14 1:2: search-backward
1758442458.899975 cmd_parse_build_commands 0:2 0:14 1:3: #{q:mouse_word}
1758442458.899980 cmd_parse_build_commands 0:2 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1758442458.899984 cmd_parse_build_commands 0:2 0:16: C-y
1758442458.899989 cmd_parse_build_commands 0:2 0:17 0:0: copy-mode
1758442458.899994 cmd_parse_build_commands 0:2 0:17 0:1: -q
1758442458.899999 cmd_parse_build_commands 0:2 0:17 1:0: send-keys
1758442458.900004 cmd_parse_build_commands 0:2 0:17 1:1: -l
1758442458.900008 cmd_parse_build_commands 0:2 0:17 1:2: --
1758442458.900012 cmd_parse_build_commands 0:2 0:17 1:3: #{q:mouse_word}
1758442458.900017 cmd_parse_build_commands 0:2 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1758442458.900022 cmd_parse_build_commands 0:2 0:19: c
1758442458.900027 cmd_parse_build_commands 0:2 0:20 0:0: copy-mode
1758442458.900032 cmd_parse_build_commands 0:2 0:20 0:1: -q
1758442458.900037 cmd_parse_build_commands 0:2 0:20 1:0: set-buffer
1758442458.900041 cmd_parse_build_commands 0:2 0:20 1:1: --
1758442458.900046 cmd_parse_build_commands 0:2 0:20 1:2: #{q:mouse_word}
1758442458.900050 cmd_parse_build_commands 0:2 0:21: #{?mouse_line,Copy Line,}
1758442458.900055 cmd_parse_build_commands 0:2 0:22: l
1758442458.900060 cmd_parse_build_commands 0:2 0:23 0:0: copy-mode
1758442458.900065 cmd_parse_build_commands 0:2 0:23 0:1: -q
1758442458.900069 cmd_parse_build_commands 0:2 0:23 1:0: set-buffer
1758442458.900074 cmd_parse_build_commands 0:2 0:23 1:1: --
1758442458.900080 cmd_parse_build_commands 0:2 0:23 1:2: #{q:mouse_line}
1758442458.900084 cmd_parse_build_commands 0:2 0:24: 
1758442458.900089 cmd_parse_build_commands 0:2 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1758442458.900094 cmd_parse_build_commands 0:2 0:26: C-h
1758442458.900099 cmd_parse_build_commands 0:2 0:27 0:0: copy-mode
1758442458.900103 cmd_parse_build_commands 0:2 0:27 0:1: -q
1758442458.900108 cmd_parse_build_commands 0:2 0:27 1:0: send-keys
1758442458.900112 cmd_parse_build_commands 0:2 0:27 1:1: -l
1758442458.900117 cmd_parse_build_commands 0:2 0:27 1:2: --
1758442458.900122 cmd_parse_build_commands 0:2 0:27 1:3: #{q:mouse_hyperlink}
1758442458.900127 cmd_parse_build_commands 0:2 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1758442458.900132 cmd_parse_build_commands 0:2 0:29: h
1758442458.900137 cmd_parse_build_commands 0:2 0:30 0:0: copy-mode
1758442458.900141 cmd_parse_build_commands 0:2 0:30 0:1: -q
1758442458.900146 cmd_parse_build_commands 0:2 0:30 1:0: set-buffer
1758442458.900150 cmd_parse_build_commands 0:2 0:30 1:1: --
1758442458.900155 cmd_parse_build_commands 0:2 0:30 1:2: #{q:mouse_hyperlink}
1758442458.900160 cmd_parse_build_commands 0:2 0:31: 
1758442458.900164 cmd_parse_build_commands 0:2 0:32: Horizontal Split
1758442458.900169 cmd_parse_build_commands 0:2 0:33: h
1758442458.900174 cmd_parse_build_commands 0:2 0:34 0:0: split-window
1758442458.900178 cmd_parse_build_commands 0:2 0:34 0:1: -h
1758442458.900183 cmd_parse_build_commands 0:2 0:35: Vertical Split
1758442458.900188 cmd_parse_build_commands 0:2 0:36: v
1758442458.900192 cmd_parse_build_commands 0:2 0:37 0:0: split-window
1758442458.900197 cmd_parse_build_commands 0:2 0:37 0:1: -v
1758442458.900201 cmd_parse_build_commands 0:2 0:38: 
1758442458.900207 cmd_parse_build_commands 0:2 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1758442458.900212 cmd_parse_build_commands 0:2 0:40: u
1758442458.900217 cmd_parse_build_commands 0:2 0:41 0:0: swap-pane
1758442458.900221 cmd_parse_build_commands 0:2 0:41 0:1: -U
1758442458.900226 cmd_parse_build_commands 0:2 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1758442458.900231 cmd_parse_build_commands 0:2 0:43: d
1758442458.900236 cmd_parse_build_commands 0:2 0:44 0:0: swap-pane
1758442458.900240 cmd_parse_build_commands 0:2 0:44 0:1: -D
1758442458.900245 cmd_parse_build_commands 0:2 0:45: #{?pane_marked_set,,-}Swap Marked
1758442458.900255 cmd_parse_build_commands 0:2 0:46: s
1758442458.900260 cmd_parse_build_commands 0:2 0:47 0:0: swap-pane
1758442458.900265 cmd_parse_build_commands 0:2 0:48: 
1758442458.900269 cmd_parse_build_commands 0:2 0:49: Kill
1758442458.900273 cmd_parse_build_commands 0:2 0:50: X
1758442458.900278 cmd_parse_build_commands 0:2 0:51 0:0: kill-pane
1758442458.900283 cmd_parse_build_commands 0:2 0:52: Respawn
1758442458.900288 cmd_parse_build_commands 0:2 0:53: R
1758442458.900293 cmd_parse_build_commands 0:2 0:54 0:0: respawn-pane
1758442458.900297 cmd_parse_build_commands 0:2 0:54 0:1: -k
1758442458.900302 cmd_parse_build_commands 0:2 0:55: #{?pane_marked,Unmark,Mark}
1758442458.900306 cmd_parse_build_commands 0:2 0:56: m
1758442458.900311 cmd_parse_build_commands 0:2 0:57 0:0: select-pane
1758442458.900315 cmd_parse_build_commands 0:2 0:57 0:1: -m
1758442458.900321 cmd_parse_build_commands 0:2 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1758442458.900326 cmd_parse_build_commands 0:2 0:59: z
1758442458.900331 cmd_parse_build_commands 0:2 0:60 0:0: resize-pane
1758442458.900335 cmd_parse_build_commands 0:2 0:60 0:1: -Z
1758442458.900341 cmd_parse_build_commands 0:0: display-menu
1758442458.900345 cmd_parse_build_commands 0:1: -xP
1758442458.900350 cmd_parse_build_commands 0:2: -yP
1758442458.900354 cmd_parse_build_commands 0:3: -T
1758442458.900359 cmd_parse_build_commands 0:4: #[align=centre]#{pane_index} (#{pane_id})
1758442458.900365 cmd_parse_build_commands 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1758442458.900369 cmd_parse_build_commands 0:6: <
1758442458.900374 cmd_parse_build_commands 0:7 0:0: send
1758442458.900377 cmd_parse_build_commands 0:7 0:1: -X
1758442458.900382 cmd_parse_build_commands 0:7 0:2: history-top
1758442458.900387 cmd_parse_build_commands 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1758442458.900392 cmd_parse_build_commands 0:9: >
1758442458.900397 cmd_parse_build_commands 0:10 0:0: send
1758442458.900401 cmd_parse_build_commands 0:10 0:1: -X
1758442458.900405 cmd_parse_build_commands 0:10 0:2: history-bottom
1758442458.900410 cmd_parse_build_commands 0:11: 
1758442458.900416 cmd_parse_build_commands 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1758442458.900420 cmd_parse_build_commands 0:13: C-r
1758442458.900425 cmd_parse_build_commands 0:14 0:0: if
1758442458.900429 cmd_parse_build_commands 0:14 0:1: -F
1758442458.900435 cmd_parse_build_commands 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1758442458.900440 cmd_parse_build_commands 0:14 0:3: copy-mode -t=
1758442458.900445 cmd_parse_build_commands 0:14 1:0: send
1758442458.900449 cmd_parse_build_commands 0:14 1:1: -Xt=
1758442458.900454 cmd_parse_build_commands 0:14 1:2: search-backward
1758442458.900459 cmd_parse_build_commands 0:14 1:3: #{q:mouse_word}
1758442458.900464 cmd_parse_build_commands 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1758442458.900468 cmd_parse_build_commands 0:16: C-y
1758442458.900473 cmd_parse_build_commands 0:17 0:0: copy-mode
1758442458.900478 cmd_parse_build_commands 0:17 0:1: -q
1758442458.900482 cmd_parse_build_commands 0:17 1:0: send-keys
1758442458.900487 cmd_parse_build_commands 0:17 1:1: -l
1758442458.900491 cmd_parse_build_commands 0:17 1:2: --
1758442458.900496 cmd_parse_build_commands 0:17 1:3: #{q:mouse_word}
1758442458.900500 cmd_parse_build_commands 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1758442458.900505 cmd_parse_build_commands 0:19: c
1758442458.900510 cmd_parse_build_commands 0:20 0:0: copy-mode
1758442458.900515 cmd_parse_build_commands 0:20 0:1: -q
1758442458.900519 cmd_parse_build_commands 0:20 1:0: set-buffer
1758442458.900524 cmd_parse_build_commands 0:20 1:1: --
1758442458.900528 cmd_parse_build_commands 0:20 1:2: #{q:mouse_word}
1758442458.900533 cmd_parse_build_commands 0:21: #{?mouse_line,Copy Line,}
1758442458.900537 cmd_parse_build_commands 0:22: l
1758442458.900542 cmd_parse_build_commands 0:23 0:0: copy-mode
1758442458.900547 cmd_parse_build_commands 0:23 0:1: -q
1758442458.900556 cmd_parse_build_commands 0:23 1:0: set-buffer
1758442458.900561 cmd_parse_build_commands 0:23 1:1: --
1758442458.900566 cmd_parse_build_commands 0:23 1:2: #{q:mouse_line}
1758442458.900571 cmd_parse_build_commands 0:24: 
1758442458.900576 cmd_parse_build_commands 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1758442458.900580 cmd_parse_build_commands 0:26: C-h
1758442458.900585 cmd_parse_build_commands 0:27 0:0: copy-mode
1758442458.900590 cmd_parse_build_commands 0:27 0:1: -q
1758442458.900594 cmd_parse_build_commands 0:27 1:0: send-keys
1758442458.900599 cmd_parse_build_commands 0:27 1:1: -l
1758442458.900603 cmd_parse_build_commands 0:27 1:2: --
1758442458.900608 cmd_parse_build_commands 0:27 1:3: #{q:mouse_hyperlink}
1758442458.900613 cmd_parse_build_commands 0:28: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1758442458.900617 cmd_parse_build_commands 0:29: h
1758442458.900622 cmd_parse_build_commands 0:30 0:0: copy-mode
1758442458.900626 cmd_parse_build_commands 0:30 0:1: -q
1758442458.900631 cmd_parse_build_commands 0:30 1:0: set-buffer
1758442458.900635 cmd_parse_build_commands 0:30 1:1: --
1758442458.900640 cmd_parse_build_commands 0:30 1:2: #{q:mouse_hyperlink}
1758442458.900645 cmd_parse_build_commands 0:31: 
1758442458.900649 cmd_parse_build_commands 0:32: Horizontal Split
1758442458.900654 cmd_parse_build_commands 0:33: h
1758442458.900659 cmd_parse_build_commands 0:34 0:0: split-window
1758442458.900663 cmd_parse_build_commands 0:34 0:1: -h
1758442458.900667 cmd_parse_build_commands 0:35: Vertical Split
1758442458.900672 cmd_parse_build_commands 0:36: v
1758442458.900677 cmd_parse_build_commands 0:37 0:0: split-window
1758442458.900681 cmd_parse_build_commands 0:37 0:1: -v
1758442458.900686 cmd_parse_build_commands 0:38: 
1758442458.900691 cmd_parse_build_commands 0:39: #{?#{>:#{window_panes},1},,-}Swap Up
1758442458.900695 cmd_parse_build_commands 0:40: u
1758442458.900700 cmd_parse_build_commands 0:41 0:0: swap-pane
1758442458.900705 cmd_parse_build_commands 0:41 0:1: -U
1758442458.900710 cmd_parse_build_commands 0:42: #{?#{>:#{window_panes},1},,-}Swap Down
1758442458.900715 cmd_parse_build_commands 0:43: d
1758442458.900720 cmd_parse_build_commands 0:44 0:0: swap-pane
1758442458.900724 cmd_parse_build_commands 0:44 0:1: -D
1758442458.900729 cmd_parse_build_commands 0:45: #{?pane_marked_set,,-}Swap Marked
1758442458.900734 cmd_parse_build_commands 0:46: s
1758442458.900738 cmd_parse_build_commands 0:47 0:0: swap-pane
1758442458.900743 cmd_parse_build_commands 0:48: 
1758442458.900747 cmd_parse_build_commands 0:49: Kill
1758442458.900752 cmd_parse_build_commands 0:50: X
1758442458.900757 cmd_parse_build_commands 0:51 0:0: kill-pane
1758442458.900761 cmd_parse_build_commands 0:52: Respawn
1758442458.900765 cmd_parse_build_commands 0:53: R
1758442458.900770 cmd_parse_build_commands 0:54 0:0: respawn-pane
1758442458.900775 cmd_parse_build_commands 0:54 0:1: -k
1758442458.900779 cmd_parse_build_commands 0:55: #{?pane_marked,Unmark,Mark}
1758442458.900784 cmd_parse_build_commands 0:56: m
1758442458.900789 cmd_parse_build_commands 0:57 0:0: select-pane
1758442458.900793 cmd_parse_build_commands 0:57 0:1: -m
1758442458.900799 cmd_parse_build_commands 0:58: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1758442458.900803 cmd_parse_build_commands 0:59: z
1758442458.900808 cmd_parse_build_commands 0:60 0:0: resize-pane
1758442458.900812 cmd_parse_build_commands 0:60 0:1: -Z
1758442458.900818 cmd_parse_build_commands 0:0: send
1758442458.900823 cmd_parse_build_commands 0:1: -X
1758442458.900827 cmd_parse_build_commands 0:2: history-top
1758442458.900833 args_parse_flags: next -X
1758442458.900838 args_parse_flags: -X
1758442458.900842 args_parse_flags: next history-top
1758442458.900847 args_parse: flags end at 2 of 3
1758442458.900851 args_parse: 2 = history-top (type STRING)
1758442458.900858 cmd_parse_build_commands: send-keys -X history-top
1758442458.900863 cmd_parse_build_commands 0:0: send
1758442458.900867 cmd_parse_build_commands 0:1: -X
1758442458.900877 cmd_parse_build_commands 0:2: history-bottom
1758442458.900883 args_parse_flags: next -X
1758442458.900887 args_parse_flags: -X
1758442458.900892 args_parse_flags: next history-bottom
1758442458.900915 args_parse: flags end at 2 of 3
1758442458.900922 args_parse: 2 = history-bottom (type STRING)
1758442458.900930 cmd_parse_build_commands: send-keys -X history-bottom
1758442458.900936 cmd_parse_build_commands 0:0: if
1758442458.900940 cmd_parse_build_commands 0:1: -F
1758442458.900945 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1758442458.900950 cmd_parse_build_commands 0:3: copy-mode -t=
1758442458.900954 cmd_parse_build_commands 1:0: send
1758442458.900959 cmd_parse_build_commands 1:1: -Xt=
1758442458.900963 cmd_parse_build_commands 1:2: search-backward
1758442458.900968 cmd_parse_build_commands 1:3: #{q:mouse_word}
1758442458.900973 args_parse_flags: next -F
1758442458.900978 args_parse_flags: -F
1758442458.900983 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1758442458.900987 args_parse: flags end at 2 of 4
1758442458.900992 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1758442458.900997 args_parse: 3 = copy-mode -t= (type STRING)
1758442458.901004 args_parse_flags: next -Xt=
1758442458.901008 args_parse_flags: -X
1758442458.901012 args_parse_flag_argument: -t = =
1758442458.901017 args_parse_flags: next search-backward
1758442458.901021 args_parse: flags end at 2 of 4
1758442458.901026 args_parse: 2 = search-backward (type STRING)
1758442458.901030 args_parse: 3 = #{q:mouse_word} (type STRING)
1758442458.901043 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}"
1758442458.901048 cmd_parse_build_commands 0:0: copy-mode
1758442458.901052 cmd_parse_build_commands 0:1: -q
1758442458.901057 cmd_parse_build_commands 1:0: send-keys
1758442458.901062 cmd_parse_build_commands 1:1: -l
1758442458.901066 cmd_parse_build_commands 1:2: --
1758442458.901071 cmd_parse_build_commands 1:3: #{q:mouse_word}
1758442458.901075 args_parse_flags: next -q
1758442458.901080 args_parse_flags: -q
1758442458.901084 args_parse: flags end at 2 of 2
1758442458.901091 args_parse_flags: next -l
1758442458.901095 args_parse_flags: -l
1758442458.901099 args_parse_flags: next --
1758442458.901104 args_parse: flags end at 3 of 4
1758442458.901108 args_parse: 3 = #{q:mouse_word} (type STRING)
1758442458.901116 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1758442458.901122 cmd_parse_build_commands 0:0: copy-mode
1758442458.901126 cmd_parse_build_commands 0:1: -q
1758442458.901131 cmd_parse_build_commands 1:0: set-buffer
1758442458.901135 cmd_parse_build_commands 1:1: --
1758442458.901140 cmd_parse_build_commands 1:2: #{q:mouse_word}
1758442458.901145 args_parse_flags: next -q
1758442458.901149 args_parse_flags: -q
1758442458.901154 args_parse: flags end at 2 of 2
1758442458.901159 args_parse_flags: next --
1758442458.901164 args_parse: flags end at 2 of 3
1758442458.901169 args_parse: 2 = #{q:mouse_word} (type STRING)
1758442458.901175 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1758442458.901181 cmd_parse_build_commands 0:0: copy-mode
1758442458.901185 cmd_parse_build_commands 0:1: -q
1758442458.901189 cmd_parse_build_commands 1:0: set-buffer
1758442458.901194 cmd_parse_build_commands 1:1: --
1758442458.901199 cmd_parse_build_commands 1:2: #{q:mouse_line}
1758442458.901203 args_parse_flags: next -q
1758442458.901207 args_parse_flags: -q
1758442458.901212 args_parse: flags end at 2 of 2
1758442458.901218 args_parse_flags: next --
1758442458.901222 args_parse: flags end at 2 of 3
1758442458.901227 args_parse: 2 = #{q:mouse_line} (type STRING)
1758442458.901234 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1758442458.901244 cmd_parse_build_commands 0:0: copy-mode
1758442458.901248 cmd_parse_build_commands 0:1: -q
1758442458.901253 cmd_parse_build_commands 1:0: send-keys
1758442458.901262 cmd_parse_build_commands 1:1: -l
